name,profile_link,location,time_registered,last_seen,personal_text,gender,twitter,time_spent_online,no_of_posts,no_of_topics
Princepk212,https://www.nairaland.com/princepk212,,"January 02, 2017",9:28pm On Jul 25,,m,,16 days & 6 hours,40,3
VictorUSA,https://www.nairaland.com/victorusa,,"December 01, 2020",8:19am On Jul 24,,,,24 days & 13 hours,4544,48
mujibson,https://www.nairaland.com/mujibson,Ibadan,"April 30, 2018",12:17am,,m,,1 month & 23 days,554,5
NairalandSARS,https://www.nairaland.com/nairalandsars,,"March 07, 2017",11:01am On May 08,Mathemagician in the making. ,,,3 months & 7 days,943,12
dhaniya,https://www.nairaland.com/dhaniya,,"December 10, 2020",11:01am On Dec 10,,,,2 minutes & 12 seconds,1,
Oreoluwa5,https://www.nairaland.com/oreoluwa5,,"August 08, 2017",11:08pm On Jul 25,,m,,26 days & 23 hours,196,13
micomatson,https://www.nairaland.com/micomatson,Lagos,"July 07, 2015",11:36pm On Jun 10,,m,,1 day & 10 hours,12,1
Dayo4real12,https://www.nairaland.com/dayo4real12,,"August 02, 2013",9:38pm On Jul 25,,,,4 months & 4 days,519,22
SabaQamar,https://www.nairaland.com/sabaqamar,,"December 18, 2020",4:31pm On Dec 18,,,,9 minutes & 29 seconds,1,
Nezy4Real,https://www.nairaland.com/nezy4real,IDAH,"January 04, 2017",1:30pm On May 08,'Laughing is a medicine but when you laugh too much you need medicine',m,muhammadnazifkasim,1 month & 15 days,256,22
frankobobby,https://www.nairaland.com/frankobobby,Lagos ,"April 21, 2015",9:16am On Jul 25,An Educationist. Impacting lives,m,,1 month & 9 days,264,16
Ekeretom4,https://www.nairaland.com/ekeretom4,Calabar,"July 02, 2013",9:29pm On Jul 25,"Repeatedly, let's try our best to help humanity",m,,19 days & 12 hours,31,2
nasirujj,https://www.nairaland.com/nasirujj,Port Harcourt ,"November 15, 2018",9:57am On Jul 25,Respect is reciprocal,m,,18 days & 4 hours,436,
Deicide,https://www.nairaland.com/deicide,,"August 20, 2016",12:18am,,,,3 months & 27 days,6008,153
oliviarct,https://www.nairaland.com/oliviarct,,"December 23, 2020",10:55am On Dec 23,,,,3 minutes & 48 seconds,1,
Bekermann,https://www.nairaland.com/bekermann,"Lagos, Stuttgart, Southampton, Benin-City, Port-Harcourt, Doha, Toronto","September 18, 2018",9:18pm On Jul 25,,m,One vegetable banned Twitter,1 month & 13 days,426,11
paramu738,https://www.nairaland.com/paramu738,,"December 24, 2020",12:50pm On Dec 24,,,,1 minute & 57 seconds,1,
nauttyn,https://www.nairaland.com/nauttyn,,"March 28, 2017",9:11pm On Jul 25,Always make you happy,m,,24 days & 9 hours,155,21
Sweetcrude19,https://www.nairaland.com/sweetcrude19,,"August 13, 2020",10:30am On Apr 06,,,,8 days & 18 hours,64,
YoshiroAdams,https://www.nairaland.com/yoshiroadams,,"December 01, 2020",8:00am On Sep 29,,,,14 minutes & 32 seconds,8,
LordeCalifornia,https://www.nairaland.com/lordecalifornia,Africa,"April 13, 2016",9:14am On Jul 07,"We are made wise not by the recollection of our past, but by the responsibility for our future.",,,1 month & 22 days,285,24
Fidelismaria,https://www.nairaland.com/fidelismaria,Business,"July 31, 2015",9:00pm On Jul 25,Become what you have to become in other to overcome ,,,3 months & 10 days,5301,1
PrinceofAgoAre,https://www.nairaland.com/princeofagoare,Around here.,"May 21, 2020",11:36pm On Jul 25,I just bought a rolls royce truck with a gucci interior,m,,1 month & 6 days,2129,9
Meghamae,https://www.nairaland.com/meghamae,,"December 15, 2020",6:54am On Dec 31,,,,8 minutes & 25 seconds,3,
LordIsaac,https://www.nairaland.com/lordisaac,Earth,"February 02, 2016",10:01pm On Jul 25,"It is appointed for a man to die once, and after that...",m,,5 months & 2 days,5479,6
Technology24,https://www.nairaland.com/technology24,,"January 02, 2021",6:59pm On Jan 02,,,,13 minutes & 29 seconds,1,
dexmond79,https://www.nairaland.com/dexmond79,Nigeria,"May 18, 2020",4:03pm On Jul 19,,m,,18 hours & 9 minutes,94,24
faith422,https://www.nairaland.com/faith422,,"January 02, 2021",2:37am On Jul 24,,,,13 hours & 28 minutes,73,59
nkakp,https://www.nairaland.com/nkakp,Lagos,"October 21, 2014",10:12pm On Jul 25,Promise Nkak,m,proluv42,15 days & 14 hours,220,15
louwheez,https://www.nairaland.com/louwheez,,"December 20, 2015",11:11am On Oct 02,,,,1 day,341,19
Diana78,https://www.nairaland.com/diana78,,"December 17, 2017",2:09pm On Jul 21,,,Twitter.com/ladydianaso,2 days & 2 hours,363,167
dasnan,https://www.nairaland.com/dasnan,JOS,"February 02, 2018",4:44pm On Jan 30,THERE IS GOD,m,,3 days & 1 hour,78,2
GSCI,https://www.nairaland.com/gsci,,"November 11, 2018",12:13pm On Apr 18,,,,1 hour & 56 minutes,4,
qwertie1234,https://www.nairaland.com/qwertie1234,,"November 21, 2020",8:31pm On Jul 01,,,,3 days & 5 hours,53,3
Olarewajub,https://www.nairaland.com/olarewajub,,"March 12, 2013",9:12am On Jul 24,Stereo-isomer of God with no epimeric center.,,,5 months & 21 days,2678,240
Canberra55,https://www.nairaland.com/canberra55,,"September 20, 2015",8:02am On Apr 14,,,,29 days & 22 hours,488,
Mamjosh,https://www.nairaland.com/mamjosh,,"January 05, 2021",4:01pm On May 29,,,,1 hour & 31 minutes,4,
bishal1bhati,https://www.nairaland.com/bishal1bhati,India,"January 14, 2021",11:51am On Jan 14,Bishal Bhati,,,30 minutes & 17 seconds,2,
Jessieabel,https://www.nairaland.com/jessieabel,,"January 18, 2021",11:41pm On Apr 21,,,,22 hours & 12 minutes,155,8
sweet12345,https://www.nairaland.com/sweet12345,,"January 19, 2021",4:44pm On Jul 25,,,,2 days & 5 hours,19,
David9119,https://www.nairaland.com/david9119,Lagos,"January 01, 2021",9:50pm On Apr 24,,m,,1 day & 15 hours,11,
inverseparanoia,https://www.nairaland.com/inverseparanoia,,"December 27, 2019",12:05am On Jul 25,,,,19 days & 1 hour,92,2
rainajordan,https://www.nairaland.com/rainajordan,,"January 21, 2021",9:56am On Nov 08,,f,,6 minutes & 54 seconds,2,
salmon637,https://www.nairaland.com/salmon637,,"January 22, 2021",12:26am On Jan 22,,m,,4 minutes & 1 second,1,
ugoboss2224,https://www.nairaland.com/ugoboss2224,,"December 22, 2014",11:04am On Mar 19,,,,2 days & 1 hour,47,
Chrisenglish,https://www.nairaland.com/chrisenglish,,"January 24, 2021",10:55pm On Aug 24,,,,2 hours & 13 minutes,37,5
Simvan,https://www.nairaland.com/simvan,,"October 07, 2018",7:47pm On Jul 25,,,,17 days & 15 hours,245,13
Limitbreaker75,https://www.nairaland.com/limitbreaker75,Enugu state ,"January 20, 2021",7:33pm On Jul 15,,f,,2 days & 7 hours,34,
BOLTVENOM,https://www.nairaland.com/boltvenom,Abuja,"September 07, 2015",3:49am On Jan 23,Creativity,m,nil,22 hours & 30 minutes,103,74
banggy,https://www.nairaland.com/banggy,,"November 07, 2014",11:19pm On Jul 25,,,,1 month & 8 days,246,3
Bjkhaleed,https://www.nairaland.com/bjkhaleed,LAGOS,"December 25, 2012",10:01pm On Jul 25,"The Lord is God, The Lord He's God",m,,1 month & 5 days,320,61
sussybae,https://www.nairaland.com/sussybae,Lagos state,"October 08, 2016",8:34pm On Jul 21,wonderfully and beautifully made by God ,f,,22 days & 21 hours,287,16
earthsync,https://www.nairaland.com/earthsync,earth ,"November 26, 2017",10:48am On Feb 24,Iwltttwsd ,f,,1 month & 16 days,1360,29
Auxigen,https://www.nairaland.com/auxigen,Lagos,"May 26, 2011",7:18pm On Jun 27,I'm open for Business!,m,,18 days & 13 hours,735,18
petux,https://www.nairaland.com/petux,"Sango Otta, Ogun State.","October 28, 2014",8:08pm On Jul 25,Pipper,m,NIl.,4 months & 14 days,1515,80
yungchop,https://www.nairaland.com/yungchop," 3rd street, Heaven. ","December 14, 2013",7:48pm On May 07,je suis un garcon,,@qonfam_ope,3 months & 16 days,2686,74
skillshareblog,https://www.nairaland.com/skillshareblog,lahore,"December 07, 2020",6:18pm On Feb 20,,m,,7 hours & 52 minutes,44,38
Holuwaseun001,https://www.nairaland.com/holuwaseun001,"Lagos, Nigeria","January 11, 2017",8:00am On Jul 17,"Do good, God will be good to you.. ",m,Oluwaseunadela6,4 days & 20 hours,95,1
Queenslander,https://www.nairaland.com/queenslander,Lon ⭕ don ,"June 17, 2020",5:06am On Jul 25,""" It doesn't matter who runs away in the rain, it matters who stays in the storm "" ❤️❤️❤️",f,,2 months & 15 days,2115,4
ladipeacemaker,https://www.nairaland.com/ladipeacemaker,,"November 14, 2014",9:41pm On Jul 23,"Production for All Offices, Sales Store, Business experts, Entrepreneur Necessities, Event Package, Superb Package, Max Output on;  Fliers, Design, Jotters, Label for all items",m,,4 days & 11 hours,551,436
engrFsumtin,https://www.nairaland.com/engrfsumtin,,"June 27, 2014",1:46pm On Jul 07,hello!,m,,1 month & 5 days,162,17
fatai4change,https://www.nairaland.com/fatai4change,Nigeria,"October 30, 2014",7:33am On Apr 15,Writing for the liberation and edification of the enslaved minds and the people of African race,m,fatai4change,1 day & 9 hours,33,6
SimpliResearch,https://www.nairaland.com/simpliresearch,,"March 09, 2021",10:42pm On Jun 11,,,,13 minutes & 12 seconds,1,
abercrombie,https://www.nairaland.com/abercrombie,lagos,"June 24, 2015",12:24pm On Jul 25,F☺LL☹W Y☹U INSTINTS,m,Ng_Muller,2 months & 26 days,492,25
TimDonald,https://www.nairaland.com/timdonald,,"January 12, 2021",1:35pm On Jul 25,,,,1 day & 3 hours,35,24
Abetterperson,https://www.nairaland.com/abetterperson,,"October 04, 2019",7:58pm On Jul 24,,,,6 days & 23 hours,126,72
dewunmi101,https://www.nairaland.com/dewunmi101,,"March 12, 2021",12:28pm On Jan 25,,f,,3 hours & 8 minutes,1,
Abumuslim,https://www.nairaland.com/abumuslim,Someone on earth ,"March 10, 2021",2:30pm On Feb 22,What do you think? ,,,6 days & 3 hours,172,34
qanda,https://www.nairaland.com/qanda,,"April 06, 2018",9:42pm On Jul 25,The SUREST way to EXCEL at any exam or Job Test is to be prepared. Download Q and A App from Google PlayStore for Study materials,,www.twitter.com/qpapp,4 months & 1 day,3605,66
Assamteer2021,https://www.nairaland.com/assamteer2021,,"March 14, 2021",8:35am On Mar 29,,,,5 minutes & 41 seconds,3,
DrHost,https://www.nairaland.com/drhost,,"January 08, 2014",9:27pm On Apr 08,,,,12 days & 19 hours,587,
yazga,https://www.nairaland.com/yazga,Alimosho,"April 09, 2019",3:48pm On Jun 05,,,.,10 days & 8 hours,2446,134
kcaglobal,https://www.nairaland.com/kcaglobal,"15 Jimoh Agunbiade Lagos, Nigeria.","March 18, 2021",5:01pm On Mar 22,KCA Global Services is a full fledged procurement and educational services company established and registered in 2019.,,,48 minutes & 43 seconds,10,1
tuwayz,https://www.nairaland.com/tuwayz,"Benue,Nigeria.","November 16, 2013",4:51pm On Jul 23,Help us oh Lord God,m,,2 months & 7 days,745,26
Oscar82,https://www.nairaland.com/oscar82,,"March 12, 2021",5:27pm On Mar 29,,,,23 minutes & 7 seconds,2,
drhammed,https://www.nairaland.com/drhammed,,"March 08, 2013",2:32pm On Jul 06,,,,1 month & 13 days,872,13
TheSourcerer,https://www.nairaland.com/thesourcerer,Your Phone,"September 04, 2019",8:37pm On Jul 25,You will clearly not be the same again reading my profile ,,,2 months & 21 days,11949,310
vhuqnl,https://www.nairaland.com/vhuqnl,,"June 01, 2020",4:28pm On May 01,Miss those days we pursued that albino moderator from Nairaland. Sexkillz or what the Bleep he called himself ,m,,10 days & 3 hours,658,14
Dcurtly,https://www.nairaland.com/dcurtly,Calabar,"May 29, 2018",12:29pm On Oct 04,,m,,20 hours & 12 minutes,33,
minz,https://www.nairaland.com/minz,,"February 18, 2017",8:42pm On Nov 13,,,,1 day & 6 hours,8,
Khaybest2018,https://www.nairaland.com/khaybest2018,,"November 28, 2018",7:36am On Mar 07,,m,,2 days & 20 hours,66,21
avenuedigitals,https://www.nairaland.com/avenuedigitals,Lagos,"February 12, 2021",1:56pm On Jul 15,Data Analyst & Research Expert,m,Onyebe Emmanuel,3 hours & 19 minutes,44,3
Clonepops,https://www.nairaland.com/clonepops,lagos ,"July 16, 2020",5:19pm On Nov 28,i have a rav 4  and crosstour tokunbo for sale,m,,6 days & 20 hours,108,5
BuyGenuineDiplo,https://www.nairaland.com/buygenuinediplo,,"April 30, 2021",7:40am On Apr 30,,,,5 minutes & 25 seconds,2,1
smartaphyl,https://www.nairaland.com/smartaphyl,"Uyo, Akwa Ibom","November 07, 2017",2:24am On Jul 24,Content Writer| Kindle Direct Publisher,m,Officio_Brich,4 days & 7 hours,276,56
DavJas,https://www.nairaland.com/davjas,Ado Ekiti,"February 01, 2021",2:29am On Jun 12,,m,DavJas,1 hour & 46 minutes,11,10
varun123346varu,https://www.nairaland.com/varun123346varu,,"April 10, 2021",4:54pm On Sep 16,,,,3 hours & 10 minutes,153,113
reasonwitme,https://www.nairaland.com/reasonwitme,,"March 27, 2016",3:55pm On Dec 09,,,,16 days & 6 hours,145,17
Enejoh300,https://www.nairaland.com/enejoh300,Abuja,"July 24, 2020",5:48pm On May 04,,m,@EnejohE,19 minutes & 46 seconds,1,
Professionaldav,https://www.nairaland.com/professionaldav,,"May 09, 2021",2:34pm On May 09,,,,34 minutes & 27 seconds,3,
ibuks12,https://www.nairaland.com/ibuks12,Sokoto,"July 03, 2014",9:24pm On Jul 24,,m,@italoyeeben,5 days & 3 hours,305,195
livelystone,https://www.nairaland.com/livelystone,,"June 23, 2013",5:49pm On Jun 27,,f,,13 days & 22 hours,120,1
Rahulmishra7065,https://www.nairaland.com/rahulmishra7065,,"April 17, 2021",12:44pm On Sep 25,,,,11 minutes & 14 seconds,3,
rosendojerde,https://www.nairaland.com/rosendojerde,"Carmel Manor Eclectic, AL, USA","May 31, 2021",8:21am On May 31,"We provide high quality, well-curated valid dumps for professional exams. It’s your chance to pass any certification exam in the first attempt.",m,,16 minutes & 18 seconds,1,
Rimini,https://www.nairaland.com/rimini,,"July 30, 2015",1:22pm On Dec 17,,,,10 days & 10 hours,191,9
ItsMrBalogun,https://www.nairaland.com/itsmrbalogun,Port Harcourt ,"October 30, 2017",8:27am On Nov 23,,m,@larryphizzle,15 hours & 15 minutes,9,
MalenaMorgan,https://www.nairaland.com/malenamorgan,,"April 12, 2021",6:35am On Jun 04,,,,5 minutes & 17 seconds,2,
garmprint,https://www.nairaland.com/garmprint,,"June 03, 2021",4:11pm On Jun 22,,,,6 hours & 50 minutes,34,2
Jalo60,https://www.nairaland.com/jalo60,,"May 19, 2018",11:03pm On Jul 25,,m,,24 days & 21 hours,63,10
tita3,https://www.nairaland.com/tita3,,"June 09, 2021",2:20pm On Jul 21,,,,1 minute & 46 seconds,1,
Admitwithschola,https://www.nairaland.com/admitwithschola,,"November 21, 2012",8:39pm On Oct 21,,,,22 days & 3 hours,646,30
Solomoncares,https://www.nairaland.com/solomoncares,,"April 29, 2021",12:07pm On Jul 15,,,,2 hours & 58 minutes,77,2
kingBolton,https://www.nairaland.com/kingbolton,,"May 15, 2018",11:42pm On Jul 25,,,,1 month & 25 days,611,
happinessokaus8,https://www.nairaland.com/happinessokaus8,,"June 16, 2021",5:14pm On Jun 16,,,,16 minutes & 51 seconds,5,3
ofish,https://www.nairaland.com/ofish,,"November 11, 2020",9:29am On Jun 14,,,,3 hours & 46 minutes,9,1
damilolar1997,https://www.nairaland.com/damilolar1997,,"January 13, 2017",10:54pm On Jun 19,,,,4 hours & 29 minutes,16,7
grahamc,https://www.nairaland.com/grahamc,New York,"June 23, 2021",9:22am On Jun 23,Experts in Thesis & Dissertations,f,expertsgrade,8 minutes & 35 seconds,1,
Scholarshipbox,https://www.nairaland.com/scholarshipbox,,"December 17, 2018",1:00pm On Oct 24,"I am available for hire, assignments writing, Siwes Report Writing, Final Year Project Writing, Seminar Writing, Project Topic Research and a lots more.  Get your copy here https://paystack.com/pay/buz-w6tn4z",m,@rice_abakaliki,3 hours & 54 minutes,9,
PROJECTFORUM,https://www.nairaland.com/projectforum,,"July 02, 2021",8:42pm On Jun 21,,,,1 day,2,1
Faithworld1,https://www.nairaland.com/faithworld1,"Calabar, Cross River","September 29, 2020",5:33pm On Jul 16,Jesus Christ is Lord,m,ministerJEB,1 day,303,90
Fantwik,https://www.nairaland.com/fantwik,,"April 05, 2020",1:25am On Jul 23,www.specks.com.ng/,m,,9 hours & 39 minutes,117,49
bento1241,https://www.nairaland.com/bento1241,,"January 17, 2017",12:58pm On Jul 04,,,,1 day & 19 hours,3,
thatthickgurl,https://www.nairaland.com/thatthickgurl,,"July 01, 2020",10:58pm On Jul 25,,f,,11 days & 16 hours,1058,22
Yankee101,https://www.nairaland.com/yankee101,,"December 31, 2016",6:22pm On Jul 25,,,,4 months & 3 days,15127,43
Chukwudalord,https://www.nairaland.com/chukwudalord,Akure,"March 05, 2020",4:25pm On Jun 23,MyWriter,f,,23 hours & 51 minutes,176,112
adeadex2006,https://www.nairaland.com/adeadex2006,,"September 26, 2012",7:41pm On Jul 24,,m,,13 days & 21 hours,286,74
cibiya,https://www.nairaland.com/cibiya,,"July 13, 2021",9:45am On Jul 13,,,,3 minutes & 55 seconds,1,
ConsciousMan01,https://www.nairaland.com/consciousman01,,"June 06, 2021",10:33pm On Jul 25,,,,22 days & 16 hours,57,
Marcy45marcy,https://www.nairaland.com/marcy45marcy,,"July 13, 2021",9:30am On Jul 23,,,,3 hours & 28 minutes,93,
SegFauIt,https://www.nairaland.com/segfauit,,"July 04, 2021",10:01am On Oct 09,,,,15 hours & 17 minutes,83,1
brisstone,https://www.nairaland.com/brisstone,,"April 06, 2015",12:06am On Jun 23,Hold it On,m,,13 days & 15 hours,161,4
Guruengineer,https://www.nairaland.com/guruengineer,,"March 29, 2021",2:02pm On Jul 19,,,,22 hours & 53 minutes,22,
Muonanu,https://www.nairaland.com/muonanu,,"March 30, 2021",10:05am On Sep 19,,,,3 days & 13 hours,19,2
FuckHomophobes,https://www.nairaland.com/fuckhomophobes,Somewhere on Earth,"August 25, 2019",11:45pm On Jul 25,Earning money and making wealth are my hobbies ,,,1 month & 8 days,1361,25
Lordfranklin,https://www.nairaland.com/lordfranklin,Jos,"September 04, 2014",11:58am On Jul 25,"""et lux in tenebris lucet et tenebrae eam non comprehenderun""_John 1:5",m,,2 months & 1 day,496,5
Expolanded,https://www.nairaland.com/expolanded,,"July 22, 2021",12:40am On May 10,,,,1 hour & 47 minutes,10,4
Babyface33,https://www.nairaland.com/babyface33,,"June 17, 2019",9:50pm On Jul 25,,,,28 days & 21 hours,250,15
Genesils,https://www.nairaland.com/genesils,,"September 22, 2017",4:15pm On Jul 25,The Golden Rule Rules,m,,8 days & 7 hours,336,1
Unsad,https://www.nairaland.com/unsad,Lagos,"July 09, 2015",10:28pm On Jan 24,"Always Buying bitcoins and funds, WhatsApp : 07040337123",m,,1 month & 23 days,2041,21
Patriciaasande,https://www.nairaland.com/patriciaasande,,"July 28, 2021",12:47pm On Sep 09,,,,6 minutes & 32 seconds,1,
Humblejohnson,https://www.nairaland.com/humblejohnson,,"July 29, 2021",7:49am On Aug 23,,,,3 hours & 44 minutes,21,1
Peaceadebu,https://www.nairaland.com/peaceadebu,,"July 31, 2021",5:13am On Mar 23,,,,22 hours & 48 minutes,106,5
plvanPLC,https://www.nairaland.com/plvanplc,,"July 24, 2018",12:58pm On Aug 10,PLC | Pacific Link College | Top Colleges Canada,,,1 hour & 30 minutes,13,10
projectslib,https://www.nairaland.com/projectslib,,"July 07, 2021",9:42am On Mar 03,,,,7 hours & 14 minutes,25,13
kaylobs,https://www.nairaland.com/kaylobs,,"February 15, 2008",6:40am On Jul 25,Smart ,m,kaylobs,27 days & 10 hours,212,42
eeetuk,https://www.nairaland.com/eeetuk,,"August 26, 2020",3:59pm On Jul 25,,m,,17 days & 20 hours,713,37
Donair,https://www.nairaland.com/donair,,"August 26, 2015",4:21pm On Jul 25,,m,,4 days,64,
Kingsleyphy,https://www.nairaland.com/kingsleyphy,lagos,"May 04, 2016",3:01pm On Jan 02,stand for something or fall for everything ,m,,1 month & 7 days,130,3
eillajones309,https://www.nairaland.com/eillajones309,London,"January 28, 2020",8:05am On Aug 25,,f,,16 minutes & 34 seconds,1,
aimeehanson,https://www.nairaland.com/aimeehanson,,"September 21, 2019",10:43am On Oct 21,,,,25 minutes & 57 seconds,7,
deeva2,https://www.nairaland.com/deeva2,NIGERIA,"August 12, 2020",4:38pm On Jul 25,,,,27 days & 10 hours,1280,20
jw123456,https://www.nairaland.com/jw123456,,"September 02, 2021",4:46am On Dec 29,,,,1 hour & 32 minutes,7,1
StefanForbes,https://www.nairaland.com/stefanforbes,,"September 02, 2021",10:26am On Sep 23,,,,33 minutes & 5 seconds,4,
ibimboma,https://www.nairaland.com/ibimboma,,"August 30, 2021",4:50pm On Sep 14,,,,1 hour & 53 minutes,22,4
mmanic,https://www.nairaland.com/mmanic,,"September 05, 2021",6:38am On Sep 05,,,,1 minute & 16 seconds,1,
Timhelper,https://www.nairaland.com/timhelper,Lagos,"August 28, 2021",5:06pm On Sep 07,Be humble,m,,11 hours & 53 minutes,3,1
EcheijaOne,https://www.nairaland.com/echeijaone,,"October 20, 2020",4:05pm On Jul 23,"I am a senior web developer  with experience in php, laravel, react etc.  I also the founder of www.percampus.com where we aim to connect students to buy and sell goods online. ",m,,8 hours & 12 minutes,81,18
Fisco123,https://www.nairaland.com/fisco123,,"June 11, 2020",6:42pm On Jul 25,,,,3 days & 2 hours,14,
