name,profile_link,location,time_registered,last_seen,personal_text,gender,twitter,time_spent_online,no_of_posts,no_of_topics
longifilis,https://www.nairaland.com/longifilis,Lagos State,"December 05, 2020",10:44pm,"Person no fit spoil my life so far I no spoil person own...God the Ultimate, Universe, Beginning and the End",m,Arapaima_23,3 days & 20 hours,104,1
dalass,https://www.nairaland.com/dalass,Empire ,"June 27, 2014",10:05pm,I love my space! ,f,,4 months & 23 days,6202,21
jrusky,https://www.nairaland.com/jrusky,Abuja,"May 31, 2016",9:35pm,,m,,4 months & 19 days,13013,7
honour7,https://www.nairaland.com/honour7,,"December 27, 2016",8:24pm,,,,1 month & 9 days,100,10
Alexgeneration,https://www.nairaland.com/alexgeneration,,"February 09, 2013",4:09pm,,m,,4 months & 6 days,1250,1
Kaymansion,https://www.nairaland.com/kaymansion,Lagos ,"August 18, 2019",10:13pm,Only God knows the end from the beginning ☝️,m,,1 month & 1 day,573,2
hatedisplace,https://www.nairaland.com/hatedisplace,,"September 01, 2017",10:37pm,,,,1 month & 19 days,517,3
Funflipper,https://www.nairaland.com/funflipper,,"September 18, 2020",10:17pm,,,,27 days & 18 hours,1583,0
MakeMoves,https://www.nairaland.com/makemoves,,"May 11, 2015",2:58pm,,,,15 days & 5 hours,166,4
Victoxy,https://www.nairaland.com/victoxy,Lagos,"September 20, 2020",10:09pm,,m,@ipadeolatimmy,4 days & 14 hours,14,5
Konjiboii,https://www.nairaland.com/konjiboii,,"May 23, 2022",10:05pm,My display picture is a license trademark and available as NFT ,,,5 days & 11 hours,486,5
AlphaAlex,https://www.nairaland.com/alphaalex,Antarctica ,"January 29, 2020",9:34pm,We are all part of everything the world wouldn’t exist without you in it. ,m,,14 days & 15 hours,1078,1
charlypoker,https://www.nairaland.com/charlypoker,worldwide,"August 11, 2012",2:49pm,Am good to go. Controversial at times,m,edos201,5 days & 23 hours,281,2
Tzar,https://www.nairaland.com/tzar,Lagos,"August 30, 2006",9:34pm,winner never quit nd quitters never win,m,,14 days & 1 hour,1691,2
foreshore,https://www.nairaland.com/foreshore,,"August 07, 2018",4:52pm,,m,,1 month & 15 days,3958,12
Corto,https://www.nairaland.com/corto,,"July 16, 2022",6:59pm,,,,23 hours,100,0
MossLuv,https://www.nairaland.com/mossluv,Am with you here why ask?,"August 09, 2015",7:55pm,,,,3 months & 13 days,578,9
seanwilliam,https://www.nairaland.com/seanwilliam,Ibadan ni o,"March 04, 2016",10:44pm," Regardless life goes on",m,@tuccicards,7 months & 19 days,13545,44
shineeye1,https://www.nairaland.com/shineeye1,,"May 26, 2012",7:54pm,,,,1 month & 26 days,1967,9
tonididdy,https://www.nairaland.com/tonididdy,an ancient city,"February 03, 2012",10:47pm,i was abducted by aliens...and now when i'm missing em...i go into my wtf zone...''forgive me when am not TONIDIDDY,m,,5 months & 3 days,16838,135
Leepeak,https://www.nairaland.com/leepeak,,"September 15, 2021",4:54pm,,,,1 day & 2 hours,77,0
generalud,https://www.nairaland.com/generalud,,"May 12, 2018",6:12pm,,,,9 days & 13 hours,291,2
jubrilELsudan,https://www.nairaland.com/jubrilelsudan,,"December 14, 2018",10:52pm,,,,1 month & 2 days,1521,0
Favoritebrume,https://www.nairaland.com/favoritebrume,,"October 23, 2021",4:22pm,Peace Be Still,f,,2 hours & 37 minutes,2,1
KELVINXY,https://www.nairaland.com/kelvinxy,multi-dimensional ,"October 05, 2013",9:44pm,live ur life or leave it behind,,,1 month & 27 days,1506,15
WoroSeeWoro,https://www.nairaland.com/woroseeworo,Mars,"July 26, 2022",5:56pm," Lil Wayne is My Favourite Rapper Because of this pic above",m,WoroSeeWoro,39 minutes & 22 seconds,10,0
abokikhalifa,https://www.nairaland.com/abokikhalifa,,"August 08, 2014",10:50pm,,,,1 month & 7 days,2278,231
malHambra,https://www.nairaland.com/malhambra,,"March 21, 2022",7:41pm,,,,3 hours & 40 minutes,19,0
EMPEROROFDONBAS,https://www.nairaland.com/emperorofdonbas,Port Harcourt ,"July 07, 2022",9:51pm,,m,,9 hours & 26 minutes,91,0
gozzlin,https://www.nairaland.com/gozzlin,,"December 03, 2010",7:58pm,,,,2 months & 27 days,2106,7
seangy4konji,https://www.nairaland.com/seangy4konji,,"April 08, 2013",9:10pm,,,,4 months & 8 days,12647,25
Clinghton,https://www.nairaland.com/clinghton,,"January 09, 2019",10:45pm,,,,29 days & 11 hours,1449,5
highbee02,https://www.nairaland.com/highbee02,,"April 10, 2016",10:43pm,,,,2 months & 6 days,1307,108
EcoBrick,https://www.nairaland.com/ecobrick,,"May 10, 2018",8:40pm,,,,16 days & 11 hours,588,316
RepairZoneNaira,https://www.nairaland.com/repairzonenaira,computer village,"July 25, 2022",10:49pm,ask me about apple,m,,7 hours & 32 minutes,33,0
coputa,https://www.nairaland.com/coputa,My Village,"February 04, 2010",9:50pm,The Sheep Is Afraid Of The Wolf But It Was The Shepherd That Latter Ate The Sheep,m,,3 months & 13 days,4648,132
Titilayo4life,https://www.nairaland.com/titilayo4life,,"October 13, 2020",10:28am,,,,11 hours & 21 minutes,85,2
mbahdi,https://www.nairaland.com/mbahdi,Nasarawa,"January 17, 2016",8:38pm,"I love Jesus,what about you?",m,,2 months & 5 days,1686,35
chatinent,https://www.nairaland.com/chatinent,,"September 01, 2017",9:47pm,"I will write your assignments, thesis, dissertations and statistical analysis. We submit with a quality zero-plagiarized work with a Turnitin report. Affordable and professional delivery. • https://www.yourresearchwriter.com",m,All social media: @chatinent.    Website: www.yourresearchwriter.com,3 months & 17 days,25875,624
iiifedimma,https://www.nairaland.com/iiifedimma,,"October 14, 2021",10:33pm,,f,,3 days & 5 hours,320,1
jkpbestseries,https://www.nairaland.com/jkpbestseries,,"June 06, 2022",10:24pm,,,,3 days & 9 hours,313,0
sunnyanet,https://www.nairaland.com/sunnyanet,Edo,"August 16, 2008",9:42pm,it is well,m,,1 month & 14 days,224,25
femisplash,https://www.nairaland.com/femisplash,,"May 18, 2022",7:39pm,,,,5 days & 1 hour,154,0
Lamasta,https://www.nairaland.com/lamasta,Nigeria,"July 27, 2011",6:50pm,The Greatest Education in the world is watching the Masters at Work....,m,,5 months & 6 days,12607,31
Esseite,https://www.nairaland.com/esseite,,"November 03, 2015",10:09pm,,,,9 months & 25 days,11573,177
RealLordZeus,https://www.nairaland.com/reallordzeus,,"January 24, 2016",10:00pm,Every man soul is immortal but the soul of the righteous is immortal and divine ,m,,5 months & 11 days,1817,63
posty56,https://www.nairaland.com/posty56,,"August 04, 2019",10:52pm,,,,2 months & 7 days,2743,5
Pwettylinda,https://www.nairaland.com/pwettylinda,Lagos,"July 27, 2022",7:59pm,Always cultivate the habit of treating people well.,f,,1 hour & 56 minutes,10,0
Bouncin,https://www.nairaland.com/bouncin,,"December 06, 2017",10:48pm,,m,,18 days & 5 hours,268,1
Tonymegabush1,https://www.nairaland.com/tonymegabush1,042 Reps....,"July 20, 2013",9:04pm,Nobody knows tomorrow ,m,@invisibleToni,5 months & 7 days,6331,26
RZArecta,https://www.nairaland.com/rzarecta,Agungi Lagos,"March 03, 2016",10:05pm,Wu-Tang Forever ,m,,2 months & 11 days,4473,159
nkem1992,https://www.nairaland.com/nkem1992,,"April 27, 2015",10:17pm,,,,1 month & 11 days,372,3
damola1,https://www.nairaland.com/damola1,,"January 29, 2008",10:40pm,,,,10 months & 22 days,4228,228
samsard,https://www.nairaland.com/samsard,Where angels fear to tread,"June 03, 2013",10:43pm,Stalker ,m,,7 months & 17 days,5428,26
millionboi,https://www.nairaland.com/millionboi,Enugu,"July 08, 2014",7:28pm,,m,,2 months & 27 days,5398,16
Ekejoestar,https://www.nairaland.com/ekejoestar,Seated at the right hand of the Father far above powers and principalities.,"December 04, 2015",9:45pm,Good name is better than gold.,m,,2 months & 8 days,1656,70
Revolva,https://www.nairaland.com/revolva,•Hades•,"May 19, 2011",5:52pm,,m,@iwonpopular,2 months & 22 days,11448,1437
pretydiva,https://www.nairaland.com/pretydiva,nigeria,"October 05, 2013",8:38pm,,f,@lesley_uduehi,5 months & 7 days,15496,32
Ishilove,https://www.nairaland.com/ishilove,That place between dreams and memories,"November 18, 2010",10:48pm,"For when God made a promise to Abraham, because He could swear by no one greater, He swore by Himself, saying, “Surely blessing I will bless you, and multiplying I will multiply you.”",,,1 year & 2 months,53905,397
rattlesnake,https://www.nairaland.com/rattlesnake,Lagos ,"October 26, 2013",8:46pm,Time is expensive,m,,3 months & 17 days,6706,177
maak400,https://www.nairaland.com/maak400,,"January 17, 2008",8:18pm,,,,4 months & 5 days,1036,20
SeriouslySense,https://www.nairaland.com/seriouslysense,,"August 30, 2018",10:52pm,,m,,1 month & 29 days,5580,0
Ijoba85,https://www.nairaland.com/ijoba85,,"October 31, 2021",8:31pm,,,,6 days & 9 hours,556,0
whytediamond,https://www.nairaland.com/whytediamond,"Lagos, Nigeria","October 08, 2015",8:19pm,,m,,3 months & 22 days,1882,2
datola,https://www.nairaland.com/datola,,"January 18, 2011",10:49pm,,,,9 months & 24 days,4410,22
CoronaVirusRelo,https://www.nairaland.com/coronavirusrelo,,"March 21, 2020",5:46pm,CXLVII,m,,1 month & 10 days,3152,3
crestedaguiyi,https://www.nairaland.com/crestedaguiyi,,"January 04, 2016",10:00pm,,,,5 months & 7 days,3146,11
Bergavis,https://www.nairaland.com/bergavis,,"February 19, 2022",7:20pm,,,,7 days & 16 hours,91,6
asahnwaKC,https://www.nairaland.com/asahnwakc,,"June 12, 2016",8:24pm,,,,1 month & 18 days,757,0
eallstar,https://www.nairaland.com/eallstar,,"September 19, 2012",9:40pm,In God I trust,,,2 months & 19 days,503,15
Holluwhakemmy,https://www.nairaland.com/holluwhakemmy,The 3rd Planet,"April 11, 2015",10:30pm,Tolerance,f,,3 months,2859,0
fitinwell,https://www.nairaland.com/fitinwell,Your fada,"February 17, 2007",2:13pm,Bbm pin :der fada ,,Der Fada,1 month & 28 days,1327,51
ndukwejoe,https://www.nairaland.com/ndukwejoe,nigeria,"June 21, 2006",8:41pm,,m,,1 month & 3 days,1013,48
judedwriter,https://www.nairaland.com/judedwriter," ","July 22, 2013",12:56pm,,m,,3 months & 29 days,4255,122
planetx,https://www.nairaland.com/planetx,,"March 05, 2016",8:30pm,,,,4 months,4266,0
Dubaku543,https://www.nairaland.com/dubaku543,,"January 16, 2019",10:41pm,,,,5 days & 12 hours,188,0
JoshTim,https://www.nairaland.com/joshtim,,"December 13, 2021",10:24pm,,,,25 days & 20 hours,229,2
PARADIZEPRIEST,https://www.nairaland.com/paradizepriest,,"April 24, 2020",2:53pm,,,,17 days & 18 hours,3151,0
300Spartans,https://www.nairaland.com/300spartans,,"July 21, 2021",4:45pm,,,,2 days & 13 hours,89,0
GEEGLOBAL,https://www.nairaland.com/geeglobal,,"August 29, 2017",4:59pm,,,,2 days & 4 hours,19,0
Sleekfingers,https://www.nairaland.com/sleekfingers,,"July 10, 2018",10:37pm,,,,2 months & 4 days,8596,1
teepain,https://www.nairaland.com/teepain,,"April 08, 2009",10:35pm,,,,5 months & 21 days,1067,3
Ashirioluwa,https://www.nairaland.com/ashirioluwa,Odua republic,"January 02, 2018",9:29pm,"I believe there’s God. Also, I do respect other people religion ",,,1 month & 20 days,2267,8
Lovenorth,https://www.nairaland.com/lovenorth,,"August 15, 2021",9:00pm,,,,18 days & 8 hours,2797,3
OmoOshodi,https://www.nairaland.com/omooshodi,Earth,"March 25, 2013",8:20pm,God is great,m,,2 months & 16 days,2048,63
milkySperm,https://www.nairaland.com/milkysperm,Ibadan,"April 06, 2022",4:22pm,"Don't fake it, yoo go for fun!",m,,1 day & 14 hours,44,1
sukkot,https://www.nairaland.com/sukkot,EKO,"October 12, 2014",10:39pm,,,,6 months & 22 days,20290,74
nnamdi640,https://www.nairaland.com/nnamdi640,,"February 13, 2015",7:38pm,,,,1 month & 7 days,2305,1
TolaniLuv,https://www.nairaland.com/tolaniluv,"Lekki Fase 1. Lagos,Nigeria","May 03, 2008",12:20pm,I've a Dream,,timeismoney925 Instgram ,1 month & 10 days,1525,28
ZaddyJ,https://www.nairaland.com/zaddyj,,"May 31, 2022",10:26pm,,,,2 days & 5 hours,105,0
bizzibodi,https://www.nairaland.com/bizzibodi,New york,"January 03, 2017",1:37pm,,m,,3 months & 12 days,7451,18
Burgerlomo,https://www.nairaland.com/burgerlomo,,"May 21, 2011",7:34pm,I'm blessed and highly favored.,,,5 months & 23 days,13865,67
Lightorder,https://www.nairaland.com/lightorder,,"January 02, 2021",9:46pm,,,,1 month & 2 days,4830,0
Qdigo,https://www.nairaland.com/qdigo,,"June 28, 2022",3:25pm,,,,19 hours & 3 minutes,7,0
ugolightswel1,https://www.nairaland.com/ugolightswel1,,"May 11, 2022",2:49pm,,,,2 days & 12 hours,42,0
duro4real,https://www.nairaland.com/duro4real,Lekki Lagos,"May 20, 2012",7:28pm,Nothing is impossible Loving it.,m,,1 month & 13 days,136,9
xandy84,https://www.nairaland.com/xandy84,,"October 31, 2010",9:21pm,,,,4 months & 13 days,1121,22
AngelicBeing,https://www.nairaland.com/angelicbeing,,"December 17, 2016",8:56pm,,,,10 months & 4 days,17913,0
Qwerty004,https://www.nairaland.com/qwerty004,,"December 01, 2021",2:08pm,,,,10 days & 14 hours,6,0
diplomat058,https://www.nairaland.com/diplomat058,"Mokola, Ibadan.","April 14, 2016",10:24pm,What really matters ,m,,3 months & 16 days,1083,6
Originalsly,https://www.nairaland.com/originalsly,Sodom and Gomorrah ,"November 03, 2012",8:31pm,Speak up ...let your voice be heard... don't suffer in silence.,,,8 months & 8 days,14908,39
alizma,https://www.nairaland.com/alizma,,"February 25, 2016",10:14pm,,,,5 months & 24 days,7971,41
Eleven01,https://www.nairaland.com/eleven01,,"July 10, 2022",8:58pm,God is the greatest,,,23 hours & 34 minutes,258,2
Munamoqel,https://www.nairaland.com/munamoqel,,"September 24, 2021",9:29pm,,,,24 days & 1 hour,881,62
highchief1,https://www.nairaland.com/highchief1,,"July 13, 2013",10:18pm,,,,1 month & 8 days,1816,4
wonder233,https://www.nairaland.com/wonder233,,"October 05, 2017",8:24pm,,,,1 month & 9 days,2465,7
Okobola146,https://www.nairaland.com/okobola146,,"April 16, 2022",8:37pm,Bola146 this is specially for you ,,,6 days & 13 hours,1736,71
aujile,https://www.nairaland.com/aujile,Nigeria,"March 22, 2013",12:14pm,catch me if you can,m,,11 days & 18 hours,371,3
Minjim,https://www.nairaland.com/minjim,,"January 10, 2017",6:09pm,,,,1 month & 24 days,6340,56
MichaelJayJay,https://www.nairaland.com/michaeljayjay,,"July 27, 2022",4:52pm,,,,1 hour & 44 minutes,5,0
kelvindj98,https://www.nairaland.com/kelvindj98,,"August 22, 2019",6:34pm,,,,23 days & 9 hours,558,2
tibatobi,https://www.nairaland.com/tibatobi,,"May 06, 2015",1:27pm,,,,5 days & 21 hours,159,0
OlawaleBammie,https://www.nairaland.com/olawalebammie,Meet me at the Horizon if u wish.,"August 13, 2018",9:51pm,majority of wat i was told wen i was young were lies,,,4 months & 21 days,7524,23
delpee,https://www.nairaland.com/delpee,,"January 18, 2011",4:26pm,,f,,5 months & 15 days,4333,15
pafra,https://www.nairaland.com/pafra,,"January 28, 2011",6:50pm,,m,,3 months & 28 days,1112,58
richardokubo,https://www.nairaland.com/richardokubo,,"February 02, 2015",8:43pm,cool calm nd loving,m,@RichardEgabou,2 days & 7 hours,54,0
eazye4u133,https://www.nairaland.com/eazye4u133,,"April 25, 2019",9:23pm,,m,,22 days & 23 hours,22,0
na2016,https://www.nairaland.com/na2016,,"June 07, 2016",8:04pm,,,,2 months & 11 days,1398,1
bayobabe,https://www.nairaland.com/bayobabe,,"April 23, 2017",11:29am,,f,,2 months & 7 days,276,3
usagee36,https://www.nairaland.com/usagee36,,"December 15, 2017",8:29pm,,,,16 days & 18 hours,483,7
iLoveYouToo,https://www.nairaland.com/iloveyoutoo,Abuja,"October 17, 2021",10:53pm,"Altruist, Puritan",m,,29 days & 10 hours,2132,3
Confirm4real,https://www.nairaland.com/confirm4real,Lagos,"April 13, 2022",10:53pm,,m,,10 days & 20 hours,283,0
emmaodet,https://www.nairaland.com/emmaodet,,"September 19, 2014",10:44pm,,,,4 months & 2 days,3332,32
Rilwayne001,https://www.nairaland.com/rilwayne001,"In my palace, watching TWD","June 18, 2013",9:14pm," ❤️ before other things. ",,,10 months & 7 days,18552,303
ednut1,https://www.nairaland.com/ednut1,Ontario ,"October 08, 2008",9:34pm,,m,,1 year & 6 months,31862,129
heendrix,https://www.nairaland.com/heendrix,South ,"August 24, 2017",10:53pm,,m,,1 month & 18 days,5481,37
hmohammed,https://www.nairaland.com/hmohammed,,"October 04, 2014",9:00pm,I hate IPOB,m,,1 month & 16 days,800,29
thecommunist,https://www.nairaland.com/thecommunist,lagos,"August 26, 2014",9:51pm,"live, love, grow.",m,,1 month & 20 days,961,1
43Ronin,https://www.nairaland.com/43ronin,,"May 05, 2022",8:19pm,,,,6 days,398,2
AFONJAPIG,https://www.nairaland.com/afonjapig,Lagos,"August 31, 2017",9:52pm,,m,,1 month & 7 days,4671,6
ufotunang,https://www.nairaland.com/ufotunang,,"July 07, 2017",7:58pm,,,,19 days & 16 hours,3159,0
grandstar,https://www.nairaland.com/grandstar,Nigeria,"August 04, 2008",9:01pm,,m,,8 months & 19 days,17874,1067
akaypary442,https://www.nairaland.com/akaypary442,Benin,"September 15, 2020",3:28pm,DM me for Longrich biz,m,,4 days & 8 hours,36,0
TheGift,https://www.nairaland.com/thegift,,"November 13, 2014",5:40pm,,,,17 days & 12 hours,2090,0
JuanDeDios,https://www.nairaland.com/juandedios,,"January 05, 2013",8:04pm,,,,3 months & 5 days,4388,183
27Pushing30,https://www.nairaland.com/27pushing30,,"August 14, 2018",7:30pm,,,,1 month & 16 days,2368,0
naijainstinct,https://www.nairaland.com/naijainstinct,Email: osinbajovolunteervanguard@gmail.com,"September 02, 2013",3:43pm,Join the OSINBAJO VOLUNTEER VANGUARD Facebook: facebook.com/PYOvolunteers Twitter: @PYOvolunteers IG: @pyovolunteers,,@pyovolunteers,1 month,606,11
Elyonwings,https://www.nairaland.com/elyonwings,,"October 04, 2017",6:52pm,,,,13 days & 13 hours,33,0
Midas01,https://www.nairaland.com/midas01,,"July 07, 2019",9:57pm,,,,1 month & 4 days,2203,6
Realmi,https://www.nairaland.com/realmi,,"August 07, 2021",10:52pm,,,,12 days & 4 hours,1072,0
Bankowner,https://www.nairaland.com/bankowner,Sojourner,"November 06, 2019",8:04pm,,,,6 days & 15 hours,666,1
wiseoneking,https://www.nairaland.com/wiseoneking,,"October 21, 2014",10:16pm,,,,3 months & 7 days,3707,9
Dfynboi,https://www.nairaland.com/dfynboi,,"March 16, 2020",1:03pm,,,,11 days & 20 hours,463,4
msrcusgarvey6,https://www.nairaland.com/msrcusgarvey6,,"January 27, 2020",10:10pm,,,,11 days & 23 hours,213,0
OLULAW,https://www.nairaland.com/olulaw,,"March 06, 2010",2:19pm,,,,10 days & 8 hours,961,19
aijay80,https://www.nairaland.com/aijay80,,"November 21, 2011",10:51pm,,,,3 days & 3 hours,42,4
happiness4ever,https://www.nairaland.com/happiness4ever,,"January 07, 2020",7:43pm,07069797791,m,,8 days & 3 hours,421,47
TheEnforcer,https://www.nairaland.com/theenforcer,,"January 19, 2013",8:56pm,,,,2 months & 7 days,1611,2
bewla,https://www.nairaland.com/bewla,Lagos   08023522106,"December 02, 2014",1:29pm,freejoy,m,Bewla or mukaila 15,3 months & 1 day,13660,11
phemmyfour,https://www.nairaland.com/phemmyfour,,"May 04, 2012",10:39pm,,,,2 months & 5 days,8882,4
Believeintruth,https://www.nairaland.com/believeintruth,,"July 26, 2022",3:27pm,,,,2 hours & 34 minutes,11,0
MRNIGERDoxx,https://www.nairaland.com/mrnigerdoxx,,"March 07, 2020",10:33pm,Join The NairaMarleyCoin (NMC) Fans Club where We Build Wealth through Agro Merchandise. Join The Club of Celebrities. Up-charge Your Social & Financial Status. Join The Cruising Club where Everyone is Treated as a Celebrity. Contact: +2348161618352.,m,,20 hours & 13 minutes,293,9
anonimi,https://www.nairaland.com/anonimi,Igopalam (In God's Presence Always),"March 31, 2008",7:29pm,,,,10 months & 27 days,36805,131
Favmil101,https://www.nairaland.com/favmil101,worldwide,"May 05, 2017",3:14pm,Wat come's around goes around..,m,,16 days & 8 hours,252,0
placeofallure,https://www.nairaland.com/placeofallure,Somewhere on GPRS radar,"December 22, 2015",7:12pm,feeling spanking new,f,Don't like it!,3 months & 22 days,3469,5
Spindletop,https://www.nairaland.com/spindletop,,"March 07, 2018",5:46pm,,,,19 days & 1 hour,36,0
BigIyanga,https://www.nairaland.com/bigiyanga,,"March 07, 2016",4:14pm,,,,1 month & 26 days,1967,0
GodsOwnMan,https://www.nairaland.com/godsownman,,"July 19, 2022",10:43pm,,,,1 day & 19 hours,333,1
Litmus,https://www.nairaland.com/litmus,,"April 23, 2009",10:45pm,,,,7 months & 7 days,8858,903
meobizy,https://www.nairaland.com/meobizy,,"February 08, 2018",10:06pm,Foolish Nairalander. Hobbyist blogger. Avid book reader. Avid blog reader. Movie watcher.,f,Too old to learn.,7 months & 5 days,25260,72
AyeMoJuba,https://www.nairaland.com/ayemojuba,,"March 20, 2016",9:42pm,,,,16 days & 17 hours,312,19
bilulu,https://www.nairaland.com/bilulu,,"July 05, 2014",6:34pm,,m,,2 months & 28 days,3002,141
Backpedal,https://www.nairaland.com/backpedal,,"April 18, 2022",8:29pm,,,,3 days & 19 hours,270,0
Elporo,https://www.nairaland.com/elporo,F.C.T,"May 04, 2021",10:43pm,"I prefer 34B, W28 or less; Hips 40; Size 10",m,,22 days & 23 hours,1023,0
Marvhaz,https://www.nairaland.com/marvhaz,,"June 02, 2022",8:45pm,,,,6 hours & 29 minutes,91,84
SmellyNyash,https://www.nairaland.com/smellynyash,,"July 11, 2022",10:41pm,,,,2 days & 15 hours,318,0
spinna,https://www.nairaland.com/spinna,,"July 20, 2013",10:32pm,,,,4 months & 18 days,3400,277
Spyetv,https://www.nairaland.com/spyetv,,"May 04, 2017",10:20pm,,,,1 day & 8 hours,132,116
Justice258,https://www.nairaland.com/justice258,,"October 02, 2020",10:00pm,,,,1 day & 1 hour,190,84
stabilizer,https://www.nairaland.com/stabilizer,,"October 14, 2014",10:23pm,,,,54 minutes & 38 seconds,831,4
Codedrock,https://www.nairaland.com/codedrock,Lagos,"June 06, 2011",2:28pm,MISSING THE OLD NAIRALAND,m,,2 months & 22 days,2791,706
ifyalways,https://www.nairaland.com/ifyalways,Ahia azu fridge. . .,"October 07, 2007","12:44pm On Nov 27, 2020",What do you see?,f,,6 months & 22 days,32633,48
IamDrock,https://www.nairaland.com/iamdrock,Lagos (MAGODO PHASE 2),"June 14, 2013",5:48am On Jan 20,"I am D rock, a nigerian singer that sings",m,@niggadrock,1 day & 21 hours,321,117
justice6015,https://www.nairaland.com/justice6015,,"July 27, 2022",8:55pm,,,,14 minutes & 49 seconds,2,0
Akinzo2121,https://www.nairaland.com/akinzo2121,"Abeokuta,","June 25, 2011",9:05pm,Just Cool,m,,14 days & 21 hours,70,5
fman,https://www.nairaland.com/fman,Abuja,"December 11, 2007",10:54pm,i design quality web responsive websites.,m,,9 days & 14 hours,423,3
Brainmytool,https://www.nairaland.com/brainmytool,,"July 16, 2022",10:29pm,,,,1 day & 1 hour,31,1
Itsokayo,https://www.nairaland.com/itsokayo,,"January 03, 2022",8:48pm,,,,13 hours & 10 minutes,19,1
dudusky007,https://www.nairaland.com/dudusky007,Ba-yah-sha,"November 12, 2019",9:05pm,Verified KING✅,m,,20 days & 22 hours,600,20
Worldofall,https://www.nairaland.com/worldofall,,"January 19, 2022",9:15pm,,,,1 day & 11 hours,30,1
UselessBuharist,https://www.nairaland.com/uselessbuharist,,"October 03, 2021",9:00pm,,,,18 days & 7 hours,520,3
Jennyclay,https://www.nairaland.com/jennyclay,"Lagos, Nigeria, Africa, Planet Earth ","January 02, 2022",10:54pm," Be strong, be fearless, be smart and always believe that anything is possible when you have the right people there to support you.",f,,26 days & 20 hours,1294,4
Johnny147147,https://www.nairaland.com/johnny147147,,"April 07, 2022",10:48pm,,,,7 days & 6 hours,620,9
Fira09,https://www.nairaland.com/fira09,Abuja,"June 18, 2022",9:43pm,"Am a humble and gentle guy,I love Jesus, everyone around me.",m,,9 days & 10 hours,742,45
gulfer,https://www.nairaland.com/gulfer,Always changing,"May 13, 2011",10:10pm,,,realgulfer,1 year & 1 month,6827,222
Orgasmgiver123,https://www.nairaland.com/orgasmgiver123,Ibadan,"July 22, 2021",10:30pm,Orgasmgiver,m,,12 days & 21 hours,1688,21
Nksleek,https://www.nairaland.com/nksleek,,"September 11, 2019",7:30pm,,,,22 days & 21 hours,727,438
EdemIboro,https://www.nairaland.com/edemiboro,,"May 09, 2021",8:17pm,,,,12 hours & 46 minutes,244,242
Alwaysready,https://www.nairaland.com/alwaysready,,"April 22, 2022",6:53pm,No to old ancestors ,m,,6 days & 18 hours,109,6
Brokeloser,https://www.nairaland.com/brokeloser,LOST,"June 19, 2020",10:40pm,,,,1 month & 18 days,315,2
obuneme,https://www.nairaland.com/obuneme,,"September 22, 2015",10:32pm,,,,2 months & 18 days,122,0
Abidob,https://www.nairaland.com/abidob,,"October 10, 2009",10:57am,,m,,23 days & 16 hours,226,0
ugochukwufrenzy,https://www.nairaland.com/ugochukwufrenzy,"Lagos, Nigeria","November 17, 2016",4:16pm,never stop believing ,m,,2 months & 23 days,844,0
wwwihy,https://www.nairaland.com/wwwihy,,"August 29, 2019",11:23am,,,,2 months & 18 days,3767,702
Musty112,https://www.nairaland.com/musty112,,"April 07, 2020",9:06pm,,,,1 month & 8 days,408,5
constance500,https://www.nairaland.com/constance500,Everywhere ,"August 25, 2013",11:08am,,,,2 months & 24 days,2903,39
Ikem11,https://www.nairaland.com/ikem11,Malaysia,"July 23, 2009",10:09pm,Nwafo Igbo g'eme onu,m,U wan hack Am? ,3 months & 1 day,1611,8
yinkaOdutuyo,https://www.nairaland.com/yinkaodutuyo,,"November 20, 2019",10:22pm,,,,7 days & 17 hours,623,86
Horpecy,https://www.nairaland.com/horpecy,lagos,"July 11, 2013",3:51pm,,m,,1 month & 26 days,50,0
HurleyHM,https://www.nairaland.com/hurleyhm,,"August 07, 2021",8:23pm,,,,5 days & 4 hours,79,1
Sikechukwu81,https://www.nairaland.com/sikechukwu81,,"November 06, 2018",5:36pm,Smiles and live happily ,m,@iykesmile,15 days & 12 hours,33,0
priceactionx,https://www.nairaland.com/priceactionx,"tulsa, USA","September 12, 2018",10:49pm,,,,22 days & 17 hours,281,0
Mindlog,https://www.nairaland.com/mindlog,"Cambridge, UK","October 13, 2019",10:18pm,,,,4 months & 3 days,4449,1
SIMONEKPA7,https://www.nairaland.com/simonekpa7,,"April 01, 2022",9:43pm,,,,14 days & 21 hours,708,1
Vacora,https://www.nairaland.com/vacora,United Kingdom,"September 09, 2009",10:30pm,It is about who strikes the hardest not who strikes first ~ Cannibus.,m,,1 month & 9 days,717,9
Blueicetea,https://www.nairaland.com/blueicetea,,"July 15, 2022",9:01pm,No personal text ,,,18 hours & 34 minutes,25,0
dante0147,https://www.nairaland.com/dante0147,,"November 25, 2018",9:32pm,,,,1 month & 25 days,1282,6
Musauzor,https://www.nairaland.com/musauzor,,"October 10, 2020",7:11pm,,m,,11 days & 18 hours,149,0
Kalapizim,https://www.nairaland.com/kalapizim,Nigeria,"January 26, 2017",4:51pm,,m,,2 months & 23 days,3353,133
SEGLIZ,https://www.nairaland.com/segliz,,"February 24, 2018",8:49pm,,,,3 months & 21 days,6076,17
Toneypen247,https://www.nairaland.com/toneypen247,,"June 02, 2022",9:51pm,Education is the ability to listen to almost anything without losing your temper or self-confidence.,m,,2 days & 1 hour,525,5
